,pdbid,smiles
2048,3zya,Nc1ccccc1Nc1cc2CCc3ccccc3[C@@H](O)c2cc1
9536,2bqv,c1(ccccc1)C[C@@](C[N@@H+](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)(O)C(=O)N[C@H]1c2c(cccc2)C[C@H]1O
3824,4uns,C(#N)c1c(c2ccc(cc2)NS(=O)(=O)C)c2c(cc(CC)[n]c2C)[nH]c1=O
4746,3h52,[NH3+][C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C=O)CO)CCSC)CC(C)C)C)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])[C@H](CC)C)[C@H](CC)C)C[C-](=O)=O)CC[C-](=O)=O)CC(C)C)C)C
9016,1q0b,c1c(cc(cc1)O)[C@@H]1NC(=S)NC(=C1C(=O)OCC)C
5432,2z7g,c1(c2c([n]c[n]1)n(cn2)[C@H](CCCCCC)[C@@H](O)C)N
5842,3nf8,c1(ccc2c(c1)CC(=O)N2Cc1ccc2c(c1[C-](=O)=O)OCCO2)Cl
224,4rxc,O=[P](=O)(=O)C([P](=O)(=O)=O)(O)CCc1cccnc1
11627,2hnc,S(=O)(=O)(N)c1n[nH][c+](=[NH2])s1
2486,2ykb,c1ccc2c(c1)c1c([C@@H]2NC(=O)CCC(=O)N)cccc1c1[nH]c2c(n1)c[n]cc2
5834,3rwd,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2c[nH]c3c2cccc3)CC(C)C)Cc2c[nH]c3c2cccc3)Cc2ccccc2)[C@H](O)C)CCCC[NH3+])CCC1)Cc1ccc(cc1)O)CCC[NH]=[C+](=[NH2])=[NH2])[C@H](CC)C
10470,1tcw,C(C)(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)c1[nH]ccn1)O
4949,4frk,c1[n]c[n]cc1c1cc2c(cc1)Oc1ccc(OCC(C)C)cc1[C@@]12CO[C+](=[NH2])N1
2889,1o4k,c1ccc(c(c1)OP(=O)(=O)OCc1ccccc1)CO
10878,2wb5,CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)n2cc(nc12)CCc1ccccc1
2019,4r4q,c1(c(cc(cc1)n1nc([C-](=O)=O)cc1c1ccc(CN(C(=O)C)Cc2ccc(c3ccc([C-](=O)=O)o3)cc2)cc1)Cl)Cl
10346,4u1b,O=[P](=O)(=O)[C@@H]([NH3+])C(CCC)CCC
8271,4erk,n1(cnc2c1[n]c([n]c2NCc1ccccc1)NCCO)C
4847,7gpb,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
7580,1h8s,c1cc([C@H](C(=O)N[C@H]2[C@@H]3N([C@H](C(C)(C)S3)[C-](=O)=O)C2=O)[NH3+])ccc1
4933,2kgi,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
9715,4cd4,[C@@H]1([C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@H](O)C[NH2+]C[C@@H]1CO
7004,4ztn,C1(=N[C+](=[N]2CCOCC2)NC(=O)[C@@H]1c1sc2c(n1)cccc2)N[C@H]1C[NH2+]CCC1
2804,1iwq,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])Cc1ccccc1)CO)Cc1ccccc1)CO)CC(C)C)CCCC[NH3+])Cc1ccccc1)CO)CCCC[NH3+])CCCC[NH3+])Cc1ccccc1)CO)Cc1ccccc1)C)C)C
3300,1h39,C=CC[N@H+](CCCCCCOc1cc2n(nc(c2cc1)c1ccc(cc1)Br)C)C
602,3diw,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)C[C-](=O)=O)[C@H](O)C)C[C-](=O)=O)Cc1ccccc1)Cc1c[nH]c2c1cccc2)C)CC(C)C)CCC(=O)N
10938,4r5a,[C@H]1([C@H](CO)O[C@H]([C@@H](O)[C@H]1O)S(=O)(=O)N1C[C@H](OS(=O)(=O)N)CC1)O
8480,1lxf,C([C@H](CN(Cc1ccccc1)c1ccccc1)[NH+]1CCCC1)OCC(C)C
7261,4gk7,C(=O)(/C=C/C=C/CCCCCCC)N[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](C(C)C)CCC(=O)NCC/C=C/1)[C@H](O)C
2507,3q4l,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(Cl)c(Cl)c1)[C-](=O)=O)CC(C)C)C[C-](=O)=O)CC1CCCCC1)CCC(=O)N
6630,2ogz,c1(ccc(cc1)CC[C@@H](C)[NH2+]CC(=O)c1ccc(F)cc1)C(=O)N
3820,4pvt,c1(c(c(ccc1Cl)Cl)C[C@@H]([C-](=O)=O)S)Cl
1234,4g68,C1(=O)[C@@H]([C@H]([C@@H](CO1)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O
7462,4b6e,Nc1c2c(ccc1)cn[nH]2
6818,1yon,P(=O)(=O)(OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O[P](=O)(=O)=O)n1c2ncnc(c2nc1)N)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)O
3018,2pix,c1(ccccc1Nc1cc(ccc1)C(F)(F)F)[C-](=O)=O
1220,1c85,c1cc(c(cc1)[C-](=O)=O)NC(=O)[C-](=O)=O
10667,2gl0,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12
1096,4d85,FC1(CCC2(CNc3c2cc(cc3F)C[C@H]2[C@@H]([C@H](CS(=O)(=O)C2)[NH2+]Cc2cc(ccc2)C(C)(C)C)O)CC1)F
3183,1y4z,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3604,2hob,[NH2+]1[C@@H](C=C(O1)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)OCc1ccccc1)C[C@@H]1CCNC1=O
4003,4yll,O=[C-](=O)c1[n]c2ccc(cc2c2c1c1cccc(Br)c1[nH]2)I
1513,2opy,C[C@H]([NH3+])c1nc(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)[C-](=O)=O)co1
9432,4x48,c1(ccc(C#N)s1)c1ccc(cc1)O[C@@H]1COC[C@@H]1NS(=O)(=O)C(C)C
7897,4cfw,[n]1c(N)[n]c2c(c1OCC1CCCCC1)[nH]c(n2)c1cccc(c1C)S(=O)(=O)N
11251,4azi,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O/C/1=N\OC(=O)Nc1ccccc1
2578,3rdh,c1(c(nc(c(c1CO)CO[P](=O)(=O)=O)N)C)O
5426,2z5o,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)C)C)C)C)C)C)C)C)C
3654,4dhf,O=C(N)c1n(C2CCCC2)c2c(c1)c[n]c([n]2)Nc1cn(C)c(c1)C(=O)N1CC[N+](C)CC1
828,4qgh,c1cc(cc(c1)Cl)Oc1c(ccc(c1F)[C@H](CC(C)C)[N@@H+]1CCC[C@@H](C1)n1cc(c(=O)[nH]c1=O)C)[C-](=O)=O
10525,3mtw,CP(=O)(=O)N[C@H]([C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2]
1964,3jxw,C[NH+](C)Cc1nc2c3cc(/C=C/C4CC4)ccc3sc2c(=O)[nH]1
2721,2jo9,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CC[C-](=O)=O)Cc5ccc(cc5)O)CCC4)CCC3)CCC2)CCC1)CC[C-](=O)=O)CC[C-](=O)=O
5537,1bnm,c1(S(=O)(=O)N)sc2c([C@H](CN(S2(=O)=O)c2cc(ccc2)OC)[NH2+]C)c1
6445,2mlm,Sc1ccccc1C(=O)NCC(=O)N[C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
7504,4uda,C1=CC(=O)C=C2CC[C@@H]3[C@@]([C@@]12C)([C@H](C[C@]1([C@H]3C[C@H]([C@@]1(C(=O)CO)O)C)C)O)F
7563,3tcp,c1c(ccc(F)c1)c1nn(c2[n]c(NCCCC)[n]cc12)C[C@H]1CC[C@@H](CC1)[NH3+]
9275,1e2l,OC[C@]12[C@@H](O)C[C@H](n3c(=O)[nH]c(=O)c(c3)C)[C@H]1C2
1738,1g9t,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH]c(N)nc12
5817,3rti,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1[nH]nc2c(N)ncnc12
8197,5ea3,C[C@@H]1C=CCc2c1nc(n2Cc1c(ccc(C)[n]1)O)N[C@@H]1CC[N@H+](CC1)CC[NH3+]
3412,3nzs,c12c([n]c([n]c1Nc1cc(OC)ccc1)N1CCS(=O)(=O)CC1)n(nc2)C
11235,4ase,c1(cc2c(cc1OC)c(cc[n]2)Oc1cc(c(cc1)NC(=O)Nc1cc(on1)C)Cl)OC
499,2w1e,O=C(Nc1c[nH]nc1c1nc2cc(C[NH+]3CCOCC3)ccc2[nH]1)Nc1ccccc1
10356,1o3i,c1(ccc2c(c1)cc([nH]2)c1cc(C)cc(c1O)Br)[C+](=[NH2])=[NH2]
5777,1ahx,[C-](=O)(=O)CCc1ccccc1
4800,3sqq,n1c(N)c(C(=O)c2c(cccc2)C)sc1Nc1ccc(cc1)S(=O)(=O)N
2359,4jjs,C1C[C@@H](CC[C@H]1C(=O)N(C(C)C)c1c(cc(cc1)Oc1ccccc1C(F)(F)F)[C-](=O)=O)C
4083,4iax,[NH+](C[C-](=O)=O)([C@@H](C[N@H+](C[C-](=O)=O)[C@H]1CCCC[C@@H]1[NH+](C[C-](=O)=O)C[C-](=O)=O)Cc1ccc(cc1)NC(=S)N)C[C-](=O)=O
4317,4ohk,CCCC[C@@](C(F)(F)F)(O)c1ccc(cc1)N1[C@H](CN(CC1)S(=O)(=O)c1ccc(N)[n]c1)C#CC
4627,4jvj,O=[P](=O)(=O)C([P](=O)(=O)=O)Nc1ncnc2sc(cc12)c1ccc(C)cc1
3483,4qsw,O=C1NC(=O)C(=C)CN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
845,5a0e,N12[C@](C)(C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N([C@H](C(=O)N[C@H](C(=O)N(CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C1=O)C)C(C)C)C)CC)[C@H](O)[C@H](C)C/C=C/CCCN1CC=Cc3ccccc13)C)O2
4420,4loj,c1nc(N)c2c(n1)n(cn2)[C@H]1[C@H](O)[C@H]2[C@@H](COP(=O)(=O)O[C@@H]3[C@H](O)[C@@H](COP(=O)(=O)O2)O[C@H]3n2cnc3c2[nH][c+](=[NH2])[nH]c3=O)O1
4288,3oy1,c1c2c(ccc1)cc(cc2)n1c(nn(c1=O)C1CCOCC1)c1cc[n]c(c1)NC1CCCCC1
8930,2a25,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)O)[C@H](CC)C)CCC2)C)C(C)C)C(C)C)C)C)CCC1)CCCC[NH3+]
2517,3q8h,n1(c(=O)[nH][c+](=[NH2])cc1)[C@H]1[C@H](O)[C@H](O)[C@H](O1)CNC(=O)c1n2c([nH]c1)scc2
7146,4o3u,[NH3+][C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H]1C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CSSC1)CC[C-](=O)=O)CC[C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)CCSC)Cc1c[nH]c3c1cccc3)Cc1ccc(cc1)O)CCC2)[C@H](CC)C)[C@H](CC)C
1737,1g9s,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH]cnc12
5783,1akt,n1c(=O)[nH]c(=O)c2nc3cc(C)c(C)cc3n(c12)C[C@H](O)[C@H](O)[C@H](O)CO[P](=O)(=O)=O
10999,3f7g,[NH3+][C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1[C@@H](CCC1)C(=O)NCC(c1ccccc1)c1ccccc1
1566,1npv,O(C(=O)N[C@H]([C@@H](O)C[C@@]1(Cc2ccccc2)C(=O)C(=CN1)[C@@H]1CNC(=O)c2c1cccc2)Cc1ccccc1)[C@@H]1COCC1
6934,2hdx,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC[C-](=O)=O)[C@H](O)C)CC(C)C)CC(C)C)CC[C-](=O)=O)Cc2ccc(cc2)O[P](=O)(=O)=O)C[C-](=O)=O)CCC1)[C@H](O)C
6774,2brg,c1[n]c2oc(c3ccccc3)c(c2c(N(CCO)C)[n]1)c1ccccc1
5849,3nij,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)[C@H](CC)C)Cc1nc[nH]c1
6778,2brp,c1(ccc(cc1)OS(=O)(=O)N)c1n(c2cc(ccc2c1)OS(=O)(=O)N)CCCCCCCCCC
10788,1qji,C(=O)(OCc1ccccc1)N1CCC[C@H]1C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](Cc1ccccc1)P(=O)(=O)C[C@H](C(=O)N1CCC[C@H]1C(=O)OC)C
1856,4mnw,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(=O)N)CS)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])CC(=O)N)CC[C-](=O)=O)CS)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)Cc1c[nH]c2c1cccc2)CS)CCC(=O)N
9181,3eu7,[NH3+][C@H](C(=O)NCC(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C=O)C)CO)CC(C)C)CC[C-](=O)=O)CC[C-](=O)=O)Cc2ccccc2)Cc2c[nH]c3c2cccc3)CC(=O)N)CC(C)C)CO)[C@H](CC)C)CCC1)C
9868,3n7o,C(=C\NC(=O)[C@@H](P(=O)(=O)C)c1csc2c1cc(cc2)Cl)/c1ccc(F)c(F)c1
7280,4pnk,c1[nH]nc2c1cc(cc2)NC(=O)C1=C(NC(=O)N[C@H]1c1ccc(cc1)F)C
11460,3e3c,O=[P](=O)(=O)OC[C@@H](O)COC(=O)CCCCC
8302,4jfw,O[C@@H]1[C@H](C)[NH2+][C@H]([C@@H]1O)CC[NH2+]CCCC1=C2C3=C4C1[Fe]1567234C2=C1C5=C6C72
8430,1eou,S(=O)(=O)(N)OC[C@]12[C@H]([C@H]3[C@@H](CO1)OS(=O)(=O)O3)OC(C)(C)O2
786,3pj8,c1(c2c([n]c([n]1)N[C@H](CC)CO)c([nH]n2)C(C)C)NCc1ccccc1
9220,3m3o,[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@@H]1O)CO)Oc1ccc(cc1)N(=O)=O)NC(=O)C
10565,3s8l,C(=O)(C)N[C@H](C(=O)NC1(C(=O)N[C@H](C(=O)N)CC(=O)N)CCC1)Cc1ccc(cc1)O[P](=O)(=O)=O
8859,1p6d,CCCCCC(=O)OC[C@@H](OC(=O)CCCCC)CCP(=O)(=O)OCC[N+](C)(C)C
60,3ij1,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C=O)CCC[NH]=[C+](=[NH2])=[NH2])CC(C)C)C(C)C)CCC[NH]=[C+](=[NH2])=[NH2])Cc1nc[nH]c1)CCC[NH]=[C+](=[NH2])=[NH2]
7832,2l12,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)CCCC[NH3+])[C@H](O)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
3700,1u9w,c1nc2c(n1C1CCCC1)[n]c([n]c2Nc1ccccc1OC)C=N
5355,1oh4,[C@@H]1([C@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](CO)O1)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](CO[C@@H]2[C@@H]([C@H]([C@H]([C@@H](CO)O2)O)O)O)O1)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](CO[C@@H]2[C@@H]([C@H]([C@H]([C@@H](CO)O2)O)O)O)O1)O[C@H]1[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O)O)O)O)O)O)O
3399,3ntp,[P](=O)(=O)(=O)OC[C@H](NC(=O)C)C[N@H+]1[C@@H](CCC1)C(=O)NCCc1c[nH]c2c1cccc2
8145,2az8,C(=O)(OCc1ccccc1)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CO)Cc1ccccc1)C(C)C)C
10895,4eoh,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2
7295,4ppb,C[NH+](C)CC[C@@H](c1ccccc1)n1cc(cn1)NC(=O)c1c2ccc(cc2[nH]n1)c1cn[nH]c1
808,4lys,O=C(C)N[C@@H]1C2=CC(=O)C(=O)CC=C2c2c(CC1)cc(c(c2OC)OC)OC
1196,1i72,[NH3+]OCC[N@H+](C)C[C@H]1O[C@@H](n2c3[n]c[n]c(N)c3nc2)[C@H](O)[C@@H]1O
7680,4d1s,C1C[NH+](C)CCN1c1ccc(cc1)Nc1[n]c(cc[n]1)c1n(C)c(c(c1)C(=O)N)c1cc(Cl)ccc1C
11510,2j75,O[C@H]1[C@H](O)[C@H]([NH2+]C[C@@H]1CO)O
3525,4my6,C(=O)(C)N[C@@H](Cc1c(Cl)cccc1)C(=O)N1CCC[C@]21C(=O)N1[C@H](C=C2)CC[C@H]1C(=O)N1CC[C@H]2[C@H]1C(=O)N1[C@@H](C=C2)CC[C@H]1[C-](=O)=O
4484,3r5j,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)C)C(C)C)C[C-](=O)=O)C
202,1rhu,c1ccccc1CSC[C@H]([C@@H](NC(=O)[C@H]1N2c3c(C1)cccc3CC[C@@H](C2=O)NC(=O)[C@@H](NC(=O)C)C[C-](=O)=O)C[C-](=O)=O)O
723,3u3z,[NH3+][C@@H](CO[P](=O)(=O)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc1ccc(cc1)O[P](=O)(=O)=O)CC[C-](=O)=O)CCC(=O)N
3004,2pax,c1(=O)c2ccc(N)c3cccc(c(=O)[nH]1)c23
4081,3mpm,N12NC=C(C1[N]CC(C2N)c1ccc(cc1)O)c1cc(ccc1)N1CC[N@@H+](CC1)C
5005,5cal,c12c[n]c(cc1n(C(C)C)c(n2)C)Nc1cc[n]c([n]1)NCC(C)(C)C(=O)N
6938,2hiw,O=C1N(C)c2[n]c(N)[n]cc2CN1c1c(C)ccc(c1)NC(=O)c1cc(ccc1)C(F)(F)F
751,1p04,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@@H]([C@@H](CC)C)B(O)O)CCC1)C)C
2898,1o5m,C1N(CCC(C1)[C@H]1c2[n]cc(cc2CCc2cc(Cl)cc(Br)c12)Br)C(=O)CC1CCN(C(=O)N)CC1
9992,3wz6,O=C(C[NH2+]Cc1ccccc1)Nc1scc(c1C(=O)NCc1ccccc1)c1ccccc1
1284,3ro0,[Pt]12N3CCCCC3C3N1C(CCC3)C1N2CCCC1
8584,3olg,[NH2+]([C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1C)O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)O[C@@H]1C(=C[C@@H]([NH2+][C@H]2[C@@H]([C@H]([C@H](O[C@@H]2C)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O[C@H]2[C@@H]([C@H]([C@H](O)O[C@@H]2CO)O)O)O)O)O)O)[C@@H]([C@H]1O)O)CO)O)O)O)O
6487,1xor,O=c1[nH]nc(cc1)c1cc(c(cc1)OC(F)F)OC
573,4bnt,c1cc2c(cc1)[nH]c(C(F)(F)F)n2
9425,4wr7,Fc1c(F)c(c(c(c1SCCC)F)F)S(=O)(=O)N
9392,1xbo,c1c(cc(cc1)/C=C/COc1cccc(c1C(=O)OC)O)c1onc(c1CO)[C-](=O)=O
10967,3g32,O=C1c2ccccc2C(=O)N1CCc1nn[nH]n1
10448,1bcd,C(F)(F)(F)S(=O)(=O)N
1658,2xa4,c1c(C)n[nH]c1Nc1c(c[n]c([n]1)N[C@H](c1[n]cc(c[n]1)F)C)Cl
8009,4nrb,CNC(=O)c1ccccc1OC1CCOCC1
1608,1xh6,O=C(c1c(ccc(N2CCCCC2)c1)O)c1ccc(cc1)C(=O)N[C@@H]1CCC[NH2+]C[C@H]1NC(=O)c1cc[n]cc1
1914,4c6x,S1C(=O)C(=C([C@]1(/C=C(/C=C)\C)C)O)C
10934,4oc5,c1cc(O)ccc1[C@@H]([C-](=O)=O)NC(=O)N[C@H]([C-](=O)=O)CCCCNC(=O)c1ccc(I)cc1
6993,3cqw,c12c(c(Cl)c[nH]1)c([n]c[n]2)N1Cc2c(CC1)[nH]cn2
8103,4f7n,O=C(NCCCCCO)Nc1n(nc(C(C)(C)C)c1)c1ccc(C)cc1
6420,3s53,Nc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)Cc1ccccc1
10111,4oag,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
11002,3f8f,c1ccc(OC)c2C(=O)c3c(O)c4[C@@H](O[C@H]5C[C@H]([NH3+])[C@H](O)[C@@H](O5)C)C[C@](O)(C(=O)C)Cc4c(O)c3C(=O)c12
6,1a0q,[C@@H](CCCC)(NC(=O)CC[C-](=O)=O)P(=O)(=O)Oc1ccccc1
8666,4dcd,C(OC(=O)N[C@H](C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)CC(C)C)c1ccccc1
7398,3d4l,c1c(c(cc(c1)F)C[C@H](c1ccc(cc1)c1cccc(c1)C(=O)N)[NH3+])F
7938,3zmh,O=C(OC1CCCC1)N[C@H](CC=O)c1ccccc1
695,1fo2,[C@H]1(O)[C@H](O)[C@H](O)C[NH2+][C@@H]1CO
9537,2brm,c1[n]c2c(c(NCCO)[n]1)c(c(c1ccccc1)[nH]2)c1ccccc1
10347,4u43,c1c(ccc[n]1)Nc1c2cccn2ncn1
10921,4w9d,CC(C)(C)CC(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)c1ocnc1C
493,4y8y,c1(ccc(cc1)c1c(nc([nH]1)[C@@H](NC(=O)/C=C/c1c(ccc(c1)Cl)n1cnnn1)CC(=O)N1CCOCC1)Cl)NC(=O)OC
8975,4u0g,O=C(/C=C/C[C@@H](C)CC)N[C@H](C(=O)N[C@@H]1C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)O[C@@H]1C)CCC4)C)C[C@@H](C)CC3)CCC2)Cc1cc(F)cc(F)c1
7891,4cfe,c12cc(ccc1n(C)cc2)c1c(cc2c(c1)[nH]c(n2)Oc1ccc(c(c1)[C-](=O)=O)C)Cl
8698,5c4s,c1cc2c(c(F)c1)c(c1c(F)cc([C-](=O)=O)cc1)nn2C(=O)c1c(cccc1C(F)(F)F)Cl
6185,4iu0,[NH3+][C@H]([C-](=O)=O)CCC[CH3][B](=[OH])([OH2])[OH2]
1069,2ipo,O=[P](=O)(=O)CC(=O)N[C@H]([C-](=O)=O)CC(=O)N
2281,4jnj,[C-](=O)(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
10442,1b6l,C1CC(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(cc2)OC1)[C@H](O)C[N@H+]1[C@@H](CCCC1)C(=O)NC(C)(C)C)CC(=O)N
1963,3jwr,[nH]1cnc2c1n(c(=O)n(c2=O)C)CC(C)C
5237,4j77,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CO)CCCC[NH3+])CC[C-](=O)=O)CCCC[NH3+]
